year_sale,gu,area,floor,year_built,type,price
2025,노원구,51.29,6.0,1989.0,아파트,54.8
2025,강남구,59.76,10.0,1994.0,아파트,153.0
2025,성북구,59.97,2.0,1998.0,아파트,72.5
2025,도봉구,28.71,9.0,1988.0,아파트,22.0
2025,관악구,59.92,22.0,2000.0,아파트,100.0
2025,서초구,114.78,17.0,2020.0,아파트,550.0
2025,도봉구,59.66,4.0,2003.0,아파트,34.0
2025,노원구,84.896,8.0,1997.0,아파트,98.5
2025,성북구,84.94,14.0,2020.0,아파트,119.5
2025,양천구,59.4,5.0,2000.0,아파트,59.5
2025,중랑구,84.97,5.0,1996.0,아파트,59.5
2025,강남구,31.78,12.0,1996.0,아파트,21.0
2025,중랑구,84.32,22.0,1994.0,아파트,63.0
2025,송파구,82.51,9.0,1978.0,아파트,429.5
2025,강서구,117.19,6.0,2003.0,아파트,117.0
2025,성동구,87.67,9.0,1982.0,아파트,282.0
2025,중랑구,84.76,2.0,1998.0,아파트,54.5
2025,도봉구,84.98,10.0,1993.0,아파트,55.5
2025,도봉구,49.77,7.0,1996.0,아파트,34.0
2025,도봉구,62.22,4.0,1986.0,아파트,39.95
2025,노원구,84.73,21.0,2001.0,아파트,71.0
2025,노원구,115.65,8.0,1993.0,아파트,120.0
2025,노원구,76.51,7.0,1991.0,아파트,81.0
2025,관악구,114.99,12.0,2000.0,아파트,129.0
2025,동작구,59.99,3.0,2007.0,아파트,149.0
2025,구로구,59.82,4.0,2001.0,아파트,45.0
2025,강서구,59.97,11.0,1998.0,아파트,72.0
2025,송파구,84.99,21.0,2008.0,아파트,357.0
2025,노원구,49.77,7.0,1998.0,아파트,44.7
2025,노원구,59.95,7.0,1998.0,아파트,53.5
2025,중랑구,84.935,12.0,2003.0,아파트,83.25
2025,마포구,84.75,18.0,2005.0,아파트,141.0
2025,노원구,49.94,1.0,1988.0,아파트,58.0
2025,노원구,59.4,3.0,1999.0,아파트,60.0
2025,노원구,49.6,8.0,1999.0,아파트,35.0
2025,마포구,59.4,14.0,1996.0,아파트,90.0
2025,동대문구,14.72,5.0,2016.0,아파트,10.0
2025,양천구,115.47,13.0,1986.0,아파트,340.0
2025,서초구,73.25,5.0,2004.0,아파트,121.0
2025,은평구,59.93,6.0,2020.0,아파트,84.0
2025,노원구,84.77,9.0,1996.0,아파트,120.0
2025,성북구,59.99,5.0,2004.0,아파트,84.7
2025,은평구,84.898,12.0,2019.0,아파트,129.7
2025,동작구,84.773,16.0,2021.0,아파트,163.0
2025,송파구,133.76,6.0,1985.0,아파트,207.5
2025,강북구,59.67,2.0,2004.0,아파트,54.5
2025,성북구,59.88,13.0,2005.0,아파트,52.5
2025,중랑구,49.77,4.0,1996.0,아파트,47.0
2025,노원구,84.51,2.0,1997.0,아파트,84.7
2025,송파구,59.79,8.0,1999.0,아파트,79.0
2025,중랑구,84.97,2.0,1996.0,아파트,58.0
2025,노원구,84.77,10.0,1996.0,아파트,133.0
2025,도봉구,134.94,15.0,1997.0,아파트,130.0
2025,노원구,59.22,10.0,2000.0,아파트,53.7
2025,도봉구,45.77,7.0,1990.0,아파트,54.0
2025,은평구,59.94,6.0,2019.0,아파트,73.0
2025,구로구,59.978,19.0,1999.0,아파트,115.0
2025,금천구,59.938,10.0,2016.0,아파트,100.0
2025,노원구,49.94,6.0,1988.0,아파트,49.9
2025,송파구,55.2,7.0,2022.0,아파트,72.0
2025,송파구,59.98,22.0,2021.0,아파트,169.0
2025,성북구,113.226,5.0,2007.0,아파트,139.7
2025,성북구,59.97,7.0,1998.0,아파트,77.7
2025,노원구,59.92,2.0,2016.0,아파트,78.0
2025,서초구,67.83,1.0,2000.0,아파트,200.0
2025,용산구,84.54,2.0,2005.0,아파트,124.3
2025,양천구,95.28,1.0,1986.0,아파트,297.0
2025,강남구,36.16,5.0,2003.0,아파트,35.5
2025,노원구,45.77,10.0,1988.0,아파트,37.8
2025,양천구,76.53,4.0,2006.0,아파트,67.0
2025,용산구,59.22,18.0,1994.0,아파트,141.0
2025,양천구,59.4,10.0,2000.0,아파트,62.0
2025,성북구,114.66,6.0,2003.0,아파트,80.0
2025,동작구,84.38,3.0,2006.0,아파트,73.0
2025,서대문구,84.96,12.0,1996.0,아파트,68.0
2025,송파구,84.99,12.0,2008.0,아파트,335.0
2025,종로구,84.068,12.0,2015.0,아파트,130.0
2025,금천구,84.9,8.0,1998.0,아파트,72.5
2025,서대문구,84.96,9.0,1996.0,아파트,69.0
2025,마포구,50.03,13.0,1986.0,아파트,129.5
2025,성북구,84.98,3.0,2004.0,아파트,67.0
2025,동대문구,14.21,10.0,2016.0,아파트,11.0
2025,강북구,84.15,25.0,2010.0,아파트,96.5
2025,관악구,68.8,9.0,1992.0,아파트,88.5
2025,관악구,59.78,17.0,1999.0,아파트,75.5
2025,은평구,51.68,4.0,2022.0,아파트,63.0
2025,강서구,84.64,1.0,1997.0,아파트,56.0
2025,동대문구,96.22,1.0,2005.0,아파트,85.0
2025,양천구,84.97,4.0,2020.0,아파트,120.0
2025,성북구,59.4,1.0,1996.0,아파트,60.0
2025,동대문구,121.93,4.0,2014.0,아파트,180.0
2025,구로구,84.57,6.0,1999.0,아파트,82.5
2025,노원구,49.77,5.0,1998.0,아파트,42.3
2025,관악구,84.96,17.0,2000.0,아파트,92.8
2025,송파구,59.96,6.0,1999.0,아파트,114.5
2025,용산구,84.74,2.0,2000.0,아파트,180.0
2025,강서구,51.03,1.0,1994.0,아파트,53.0
2025,송파구,59.97,15.0,2019.0,아파트,205.0
2025,강북구,59.67,24.0,2004.0,아파트,58.7
2025,성북구,84.83,11.0,2008.0,아파트,92.0
2025,노원구,84.99,15.0,2001.0,아파트,83.8
2025,은평구,79.821,15.0,2003.0,아파트,57.0
2025,성북구,59.9,12.0,1999.0,아파트,52.5
2025,송파구,59.92,7.0,1997.0,아파트,180.0
2025,관악구,60.0,14.0,2003.0,아파트,93.0
2025,노원구,59.2,6.0,1988.0,아파트,57.8
2025,관악구,114.75,7.0,2003.0,아파트,112.0
2025,관악구,82.65,1.0,2008.0,아파트,61.3
2025,관악구,57.36,6.0,2003.0,아파트,61.5
2025,구로구,131.3,17.0,1999.0,아파트,114.0
2025,강서구,84.74,12.0,2022.0,아파트,128.0
2025,서대문구,59.97,8.0,2000.0,아파트,88.0
2025,마포구,84.91,8.0,2009.0,아파트,120.0
2025,서대문구,13.03,10.0,2017.0,아파트,14.0
2025,구로구,78.665,16.0,2004.0,아파트,92.0
2025,성북구,102.38,3.0,2005.0,아파트,112.0
2025,양천구,53.46,4.0,1988.0,아파트,170.0
2025,용산구,59.94,7.0,1999.0,아파트,82.6
2025,영등포구,84.97,3.0,1996.0,아파트,76.0
2025,관악구,58.55,12.0,2000.0,아파트,52.0
2025,강서구,119.903,9.0,2004.0,아파트,85.1
2025,도봉구,49.77,16.0,1996.0,아파트,37.8
2025,양천구,84.78,8.0,1998.0,아파트,45.5
2025,은평구,84.618,2.0,2004.0,아파트,60.9
2025,송파구,27.68,17.0,2008.0,아파트,130.0
2025,송파구,84.96,4.0,2021.0,아파트,185.0
2025,구로구,84.88,24.0,1996.0,아파트,60.0
2025,중랑구,28.25,13.0,2019.0,아파트,29.0
2025,양천구,108.28,5.0,1987.0,아파트,165.1
2025,중랑구,84.87,2.0,2020.0,아파트,122.0
2025,은평구,101.93,10.0,2008.0,아파트,87.0
2025,송파구,158.705,1.0,1988.0,아파트,350.0
2025,관악구,84.96,6.0,2003.0,아파트,107.0
2025,은평구,44.64,4.0,2015.0,아파트,50.0
2025,금천구,114.84,12.0,2004.0,아파트,66.0
2025,노원구,59.04,4.0,1994.0,아파트,51.7
2025,성동구,58.32,10.0,1999.0,아파트,133.0
2025,강서구,84.64,8.0,2016.0,아파트,151.0
2025,강서구,41.85,2.0,1994.0,아파트,60.0
2025,중랑구,59.78,7.0,2020.0,아파트,111.7
2025,은평구,84.92,7.0,1998.0,아파트,51.0
2025,양천구,84.98,2.0,2006.0,아파트,108.0
2025,서대문구,59.4,2.0,1999.0,아파트,78.5
2025,강서구,84.88,9.0,2014.0,아파트,150.0
2025,마포구,114.72,12.0,2010.0,아파트,127.0
2025,송파구,68.06,9.0,1999.0,아파트,82.0
2025,구로구,84.99,18.0,2001.0,아파트,67.5
2025,서초구,130.89,12.0,1995.0,아파트,180.0
2025,마포구,106.71,15.0,2002.0,아파트,100.0
2025,영등포구,43.92,27.0,1997.0,아파트,68.0
2025,동대문구,121.64,14.0,2014.0,아파트,168.8
2025,송파구,56.6,7.0,1995.0,아파트,95.5
2025,동대문구,18.36,19.0,2020.0,아파트,22.0
2025,성북구,84.95,17.0,2004.0,아파트,90.0
2025,은평구,59.99,12.0,2018.0,아파트,93.0
2025,동대문구,13.61,14.0,2013.0,아파트,8.45
2025,성북구,114.66,16.0,2003.0,아파트,83.0
2025,송파구,54.0,10.0,1989.0,아파트,100.0
2025,송파구,59.36,9.0,1993.0,아파트,73.0
2025,서대문구,84.77,7.0,1993.0,아파트,85.0
2025,성북구,59.698,11.0,2005.0,아파트,81.0
2025,송파구,39.69,13.0,1989.0,아파트,85.0
2025,구로구,84.99,1.0,2001.0,아파트,72.5
2025,양천구,84.22,16.0,2012.0,아파트,102.0
2025,강남구,59.77,2.0,2003.0,아파트,126.0
2025,성북구,59.95,14.0,2003.0,아파트,72.0
2025,노원구,59.75,8.0,2016.0,아파트,76.0
2025,구로구,84.57,8.0,1999.0,아파트,89.5
2025,양천구,49.99,7.0,2000.0,아파트,53.0
2025,마포구,59.85,16.0,2000.0,아파트,71.8
2025,서대문구,84.258,3.0,2023.0,아파트,50.86
2025,송파구,84.63,12.0,1993.0,아파트,98.0
2025,강서구,59.99,5.0,1997.0,아파트,56.0
2025,은평구,84.83,2.0,1994.0,아파트,53.7
2025,양천구,54.94,15.0,1987.0,아파트,183.0
2025,서초구,108.98,1.0,2005.0,아파트,180.0
2025,서대문구,59.59,5.0,2000.0,아파트,90.0
2025,서초구,59.97,2.0,2020.0,아파트,134.0
2025,동작구,84.959,12.0,2004.0,아파트,144.0
2025,동작구,84.6,5.0,1999.0,아파트,108.5
2025,서초구,51.89,2.0,2013.0,아파트,124.5
2025,금천구,134.95,3.0,1998.0,아파트,88.0
2025,금천구,59.34,20.0,2004.0,아파트,42.3
2025,관악구,46.678,4.0,2022.0,아파트,57.5
2025,서초구,59.94,9.0,1999.0,아파트,202.0
2025,중구,72.973,19.0,2017.0,아파트,208.0
2025,은평구,84.618,2.0,2004.0,아파트,59.0
2025,강남구,70.57,3.0,2012.0,아파트,90.0
2025,서초구,81.39,10.0,1975.0,아파트,240.0
2025,강서구,84.87,8.0,1994.0,아파트,71.5
2025,강남구,59.93,2.0,2015.0,아파트,118.0
2025,은평구,84.779,2.0,2021.0,아파트,94.0
2025,도봉구,13.02,14.0,2013.0,아파트,7.95
2025,구로구,55.68,4.0,1988.0,아파트,23.9
2025,동대문구,49.65,3.0,2005.0,아파트,27.0
2025,성북구,114.73,13.0,2005.0,아파트,104.0
2025,서초구,158.24,3.0,2005.0,아파트,255.0
2025,서초구,132.2,3.0,1992.0,아파트,140.0
2025,서대문구,114.48,10.0,1998.0,아파트,82.0
2025,중랑구,49.77,9.0,1996.0,아파트,55.0
2025,송파구,84.9,3.0,1996.0,아파트,105.0
2025,송파구,171.53,13.0,2006.0,아파트,220.0
2025,서초구,55.59,11.0,2006.0,아파트,72.7
2025,양천구,84.977,7.0,2019.0,아파트,136.0
2025,강서구,39.36,13.0,1994.0,아파트,44.9
2025,노원구,84.62,9.0,2001.0,아파트,79.9
2025,동작구,84.967,11.0,2003.0,아파트,139.0
2025,송파구,126.79,10.0,2004.0,아파트,160.0
2025,중랑구,84.87,13.0,2020.0,아파트,127.0
2025,성북구,59.4,5.0,2003.0,아파트,60.0
2025,성동구,59.81,5.0,2011.0,아파트,158.0
2025,동대문구,58.59,13.0,1994.0,아파트,73.0
2025,도봉구,84.686,13.0,2004.0,아파트,56.8
2025,노원구,84.91,10.0,2004.0,아파트,59.8
2025,노원구,84.96,6.0,2000.0,아파트,70.0
2025,성북구,84.992,16.0,2003.0,아파트,79.5
2025,용산구,59.55,8.0,2001.0,아파트,147.0
2025,강남구,48.21,2.0,1996.0,아파트,52.0
2025,은평구,84.928,14.0,2004.0,아파트,63.0
2025,구로구,59.86,18.0,2019.0,아파트,68.5
2025,관악구,59.99,9.0,2008.0,아파트,61.5
2025,성동구,78.74,2.0,1975.0,아파트,69.0
2025,관악구,84.98,4.0,2014.0,아파트,99.0
2025,서대문구,120.95,6.0,2012.0,아파트,150.0
2025,구로구,59.651,1.0,2011.0,아파트,51.5
2025,송파구,84.76,13.0,1995.0,아파트,120.0
2025,성북구,46.65,14.0,2000.0,아파트,48.5
2025,구로구,60.054,4.0,2003.0,아파트,67.5
2025,서대문구,84.98,1.0,2009.0,아파트,106.5
2025,송파구,39.1,21.0,2018.0,아파트,170.0
2025,금천구,59.968,46.0,2018.0,아파트,92.0
2025,금천구,59.82,8.0,2002.0,아파트,58.0
2025,구로구,14.29,17.0,2014.0,아파트,8.4
2025,금천구,84.83,6.0,2002.0,아파트,63.0
2025,동대문구,114.95,7.0,1997.0,아파트,87.5
2025,강동구,59.99,3.0,2020.0,아파트,92.7
2025,성북구,114.61,1.0,2010.0,아파트,92.0
2025,구로구,84.94,9.0,2007.0,아파트,88.0
2025,송파구,49.14,9.0,1986.0,아파트,65.0
2025,중랑구,59.65,1.0,2002.0,아파트,58.3
2025,구로구,84.57,24.0,1999.0,아파트,90.0
2025,강남구,36.35,10.0,2004.0,아파트,39.0
2025,동대문구,52.767,6.0,2020.0,아파트,71.0
2025,서대문구,83.61,6.0,1985.0,아파트,51.0
2025,성북구,84.97,9.0,2008.0,아파트,83.0
2025,송파구,82.51,13.0,1978.0,아파트,455.5
2025,동대문구,84.81,8.0,2002.0,아파트,83.0
2025,노원구,84.896,2.0,1997.0,아파트,88.0
2025,성동구,59.96,7.0,2000.0,아파트,149.0
2025,양천구,84.67,10.0,2004.0,아파트,73.7
2025,광진구,74.88,16.0,1989.0,아파트,220.0
2025,구로구,59.86,14.0,2019.0,아파트,69.0
2025,강남구,84.93,5.0,1998.0,아파트,264.0
2025,은평구,50.42,9.0,2024.0,아파트,55.2
2025,노원구,61.52,12.0,1988.0,아파트,61.5
2025,양천구,56.76,1.0,1988.0,아파트,177.5
2025,강서구,77.14,1.0,2008.0,아파트,57.5
2025,중랑구,84.87,23.0,2000.0,아파트,86.0
2025,중랑구,49.77,10.0,1996.0,아파트,48.5
2025,성북구,132.43,8.0,2013.0,아파트,107.0
2025,양천구,71.64,13.0,1988.0,아파트,202.0
2025,강서구,80.64,3.0,1994.0,아파트,91.0
2025,강동구,59.78,19.0,1998.0,아파트,115.0
2025,양천구,114.24,14.0,1999.0,아파트,126.0
2025,은평구,59.99,2.0,2010.0,아파트,76.5
2025,중랑구,49.82,7.0,1996.0,아파트,45.5
2025,노원구,51.29,12.0,1989.0,아파트,53.0
2025,송파구,55.32,5.0,2002.0,아파트,76.0
2025,송파구,25.65,8.0,1989.0,아파트,57.0
2025,은평구,59.993,1.0,2010.0,아파트,78.0
2025,강서구,59.97,16.0,1998.0,아파트,84.5
2025,성북구,59.64,1.0,1999.0,아파트,52.0
2025,서초구,84.61,9.0,2014.0,아파트,174.5
2025,강서구,33.18,4.0,1994.0,아파트,43.8
2025,은평구,63.53,10.0,1987.0,아파트,56.0
2025,성동구,84.93,12.0,1986.0,아파트,138.0
2025,노원구,84.9,1.0,1999.0,아파트,57.4
2025,강동구,82.94,26.0,2000.0,아파트,175.0
2025,강서구,84.95,2.0,1993.0,아파트,79.0
2025,송파구,110.851,14.0,2022.0,아파트,239.0
2025,강서구,84.358,1.0,2001.0,아파트,115.8
2025,강서구,84.53,4.0,2007.0,아파트,104.7
2025,강북구,58.99,8.0,2010.0,아파트,78.7
2025,성북구,84.868,14.0,2005.0,아파트,96.5
2025,중랑구,84.86,20.0,2000.0,아파트,79.0
2025,양천구,51.48,1.0,1985.0,아파트,192.0
2025,강북구,19.0,9.0,2016.0,아파트,11.0
2025,강남구,74.4,14.0,1987.0,아파트,500.0
2025,동대문구,84.94,3.0,2011.0,아파트,90.5
2025,관악구,59.75,15.0,1999.0,아파트,63.0
2025,성동구,40.94,19.0,2016.0,아파트,118.0
2025,양천구,75.63,11.0,2012.0,아파트,93.0
2025,동작구,59.89,13.0,1993.0,아파트,145.85
2025,중랑구,101.9,19.0,2010.0,아파트,105.0
2025,강서구,84.68,9.0,2007.0,아파트,109.0
2025,관악구,84.97,8.0,1998.0,아파트,81.5
2025,강서구,49.77,1.0,1994.0,아파트,54.0
2025,중랑구,82.39,2.0,1990.0,아파트,61.0
2025,양천구,84.99,1.0,2004.0,아파트,125.0
2025,중랑구,59.78,14.0,2020.0,아파트,75.0
2025,노원구,59.996,11.0,2021.0,아파트,87.0
2025,송파구,108.119,14.0,2015.0,아파트,228.5
2025,영등포구,49.01,11.0,2022.0,아파트,64.0
2025,강남구,59.947,12.0,2005.0,아파트,298.0
2025,강서구,84.81,3.0,2001.0,아파트,93.0
2025,송파구,59.87,8.0,2018.0,아파트,149.0
2025,강동구,84.923,10.0,2019.0,아파트,180.0
2025,서대문구,84.95,14.0,2020.0,아파트,143.5
2025,서초구,35.38,9.0,2001.0,아파트,60.0
2025,은평구,59.7,15.0,1999.0,아파트,59.0
2025,도봉구,105.976,21.0,2003.0,아파트,74.0
2025,중랑구,84.32,5.0,1994.0,아파트,64.2
2025,중랑구,84.987,19.0,2021.0,아파트,84.2
2025,은평구,84.901,4.0,2021.0,아파트,93.0
2025,서대문구,102.45,23.0,1998.0,아파트,133.5
2025,송파구,84.35,15.0,2003.0,아파트,112.0
2025,양천구,49.99,11.0,2000.0,아파트,54.0
2025,광진구,59.09,11.0,2021.0,아파트,162.0
2025,은평구,59.98,5.0,2019.0,아파트,110.5
2025,강서구,84.92,13.0,2014.0,아파트,139.0
2025,양천구,72.75,3.0,1988.0,아파트,205.0
2025,노원구,84.88,21.0,1999.0,아파트,95.3
2025,송파구,33.104,14.0,2021.0,아파트,70.0
2025,강서구,59.97,14.0,1998.0,아파트,69.5
2025,송파구,59.978,5.0,2017.0,아파트,80.0
2025,노원구,84.87,21.0,1999.0,아파트,87.5
2025,동대문구,14.82,7.0,2016.0,아파트,12.65
2025,양천구,49.99,5.0,2000.0,아파트,52.9
2025,도봉구,84.94,10.0,1995.0,아파트,57.0
2025,은평구,84.9,9.0,2019.0,아파트,123.5
2025,종로구,17.811,9.0,2013.0,아파트,12.25
2025,종로구,19.466,8.0,2013.0,아파트,12.6
2025,중랑구,84.97,2.0,2011.0,아파트,58.0
2025,서대문구,45.89,20.0,2004.0,아파트,56.0
2025,송파구,84.934,7.0,2016.0,아파트,180.0
2025,성북구,60.0,3.0,2005.0,아파트,58.0
2025,성북구,51.47,2.0,1981.0,아파트,66.0
2025,중구,46.699,12.0,2023.0,아파트,85.5
2025,송파구,101.98,7.0,2003.0,아파트,124.7
2025,양천구,120.12,7.0,2004.0,아파트,152.0
2025,강북구,59.94,9.0,2000.0,아파트,40.0
2025,용산구,84.9,9.0,1999.0,아파트,210.0
2025,서대문구,114.72,18.0,2000.0,아파트,112.0
2025,서대문구,59.992,22.0,2015.0,아파트,135.0
2025,노원구,44.52,14.0,1992.0,아파트,47.0
2025,노원구,59.26,5.0,1991.0,아파트,65.0
2025,송파구,59.73,7.0,1997.0,아파트,108.0
2025,서대문구,84.77,2.0,1993.0,아파트,95.0
2025,송파구,59.74,4.0,1997.0,아파트,90.0
2025,송파구,84.8,2.0,2008.0,아파트,313.5
2025,은평구,57.23,4.0,2011.0,아파트,46.0
2025,마포구,23.63,20.0,2005.0,아파트,29.25
2025,양천구,84.51,3.0,2011.0,아파트,77.0
2025,관악구,84.31,6.0,2020.0,아파트,130.0
2025,강북구,84.93,11.0,2003.0,아파트,61.0
2025,동대문구,18.92,9.0,2015.0,아파트,14.2
2025,서초구,45.96,4.0,2003.0,아파트,39.6
2025,마포구,104.69,4.0,2005.0,아파트,148.5
2025,서초구,29.6,15.0,2005.0,아파트,30.0
2025,중구,16.37,13.0,2013.0,아파트,13.0
2025,동대문구,81.05,6.0,2007.0,아파트,107.4
2025,동대문구,59.97,10.0,2000.0,아파트,74.5
2025,강서구,85.0,18.0,2003.0,아파트,125.0
2025,동대문구,59.96,13.0,2014.0,아파트,146.0
2025,영등포구,84.97,4.0,2004.0,아파트,113.0
2025,양천구,51.48,5.0,1988.0,아파트,175.0
2025,성북구,59.855,12.0,2003.0,아파트,73.0
2025,송파구,66.91,14.0,2024.0,아파트,128.0
2025,서초구,128.4,4.0,2003.0,아파트,187.0
2025,서대문구,84.806,2.0,2005.0,아파트,85.0
2025,동대문구,84.83,20.0,2000.0,아파트,95.0
2025,성북구,84.959,7.0,2016.0,아파트,112.2
2025,구로구,84.3,7.0,1996.0,아파트,50.0
2025,중랑구,68.12,15.0,1996.0,아파트,60.0
2025,노원구,84.9,9.0,1998.0,아파트,101.5
2025,노원구,47.34,5.0,1988.0,아파트,42.7
2025,강동구,59.28,3.0,2020.0,아파트,80.0
2025,금천구,84.9,8.0,1998.0,아파트,72.5
2025,송파구,49.23,3.0,2002.0,아파트,57.5
2025,용산구,59.94,22.0,2001.0,아파트,155.0
2025,노원구,59.74,12.0,1999.0,아파트,48.0
2025,성북구,59.73,11.0,2004.0,아파트,88.0
2025,강서구,41.85,14.0,1994.0,아파트,60.0
2025,송파구,31.6,10.0,2021.0,아파트,52.0
2025,도봉구,84.98,15.0,1998.0,아파트,50.5
2025,강북구,59.6,4.0,2010.0,아파트,77.8
2025,은평구,134.96,3.0,2009.0,아파트,127.0
2025,송파구,115.83,15.0,1983.0,아파트,278.0
2025,강북구,59.88,13.0,2001.0,아파트,58.7
2025,성북구,84.589,4.0,2006.0,아파트,95.0
2025,양천구,155.586,6.0,2006.0,아파트,330.0
2025,송파구,59.91,12.0,2004.0,아파트,89.0
2025,도봉구,60.5,8.0,1988.0,아파트,79.0
2025,노원구,39.82,5.0,1991.0,아파트,39.5
2025,은평구,84.98,8.0,2018.0,아파트,95.0
2025,서대문구,114.72,12.0,2000.0,아파트,110.0
2025,도봉구,58.59,2.0,1988.0,아파트,56.0
2025,도봉구,95.633,2.0,2001.0,아파트,87.0
2025,용산구,59.69,7.0,2001.0,아파트,109.0
2025,은평구,84.37,2.0,2011.0,아파트,83.0
